,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,scf_iterations,total_force,label
10,0.015,30,"[11, 11, 11]","[0, 0, 0]",40.0,2.9688958110733,18,666,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,51.38,MB,205.52,MB,1.4,10,     43.52s ,43.52,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.56e-09,16.6922,-4772.1758280545,8.16341503518e-07,-0.0081892658494581,-1778.1534607567,1066.6674607152,-601.1104859321,-3459.571152679,10,0.0,Cr2_10
11,0.015,33,"[12, 12, 12]","[0, 0, 0]",40.0,2.9688958110733,18,868,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,61.81,MB,247.24,MB,1.8,10,     58.72s ,58.72,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.03e-09,16.684,-4772.1753420592,2.72113834506e-07,-0.0020088803832405,-1778.0785601992,1066.5748762959,-601.09849659655,-3459.571152679,10,0.0,Cr2_11
12,0.015,36,"[13, 13, 13]","[0, 0, 0]",40.0,2.9688958110733,18,1099,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,73.74,MB,294.95,MB,2.2,13,   1m26.79s ,86.79,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.47e-09,16.6674,-4772.1756416565,2.857195262313e-06,-0.0018910550928994,-1777.8553906638,1066.3151266338,-601.06233402852,-3459.571152679,13,0.0,Cr2_12
13,0.015,39,"[14, 14, 14]","[0, 0, 0]",40.0,2.9688958110733,18,1376,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,88.04,MB,352.16,MB,2.8,10,   1m31.22s ,91.22,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.87e-09,16.6886,-4772.1765873881,1.1292724131999e-05,-0.0021545973416185,-1778.0455587776,1066.5342048017,-601.09192627196,-3459.571152679,10,0.0,Cr2_13
14,0.015,42,"[15, 15, 15]","[0, 0, 0]",40.0,2.9688958110733,18,1688,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,104.15,MB,416.6,MB,3.3,9,   1m41.98s ,101.98,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.78e-08,16.6733,-4772.1742912916,1.768739924289e-06,-0.0050305684585124,-1777.9657428919,1066.4497130479,-601.08207820018,-3459.571152679,9,0.0,Cr2_14
15,0.015,45,"[16, 16, 16]","[0, 0, 0]",40.0,2.9688958110733,18,2052,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,122.95,MB,491.78,MB,4.0,8,   1m51.01s ,111.01,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.22e-07,16.6749,-4772.1757416583,3.537479848578e-06,-0.0023780027997479,-1777.8770284756,1066.3391442172,-601.06432685418,-3459.571152679,8,0.0,Cr2_15
16,0.015,48,"[17, 17, 17]","[0, 0, 0]",40.0,2.9688958110733,18,2457,"[32, 32, 32]","[24, 24, 24]",2,1,26.16896033023,143.86,MB,575.43,MB,4.8,10,   2m49.29s ,169.29,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.48e-08,16.6827,-4772.1750627343,2.176910676048e-06,-0.0050486640285071,-1778.1311475583,1066.6421903197,-601.10990415272,-3459.571152679,10,0.0,Cr2_16
17,0.015,1,"[1, 1, 1]","[0, 0, 0]",35.0,2.9688958110733,18,1,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,14.1,MB,56.38,MB,0.2,12,      0.47s ,0.47,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.83e-09,17.7665,-4779.0702370931,1.768739924289e-06,0.0,-1807.07459407,1092.1161672098,-604.54065769004,-3459.571152679,12,0.0,Cr2_17
18,0.015,3,"[2, 2, 2]","[0, 0, 0]",35.0,2.9688958110733,18,8,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,14.43,MB,57.74,MB,0.2,10,      0.92s ,0.92,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.7e-08,17.1592,-4770.6204929967,1.768739924289e-06,0.050248132509126,-1793.9855990325,1086.8395259386,-603.95351549242,-3459.571152679,10,0.0,Cr2_18
19,0.015,6,"[3, 3, 3]","[0, 0, 0]",35.0,2.9688958110733,18,14,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,14.69,MB,58.75,MB,0.2,13,      1.44s ,1.44,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.36e-09,16.4562,-4772.1215605285,9.115813455951e-06,-0.013086906699814,-1776.7013481364,1065.036465086,-600.87243789248,-3459.571152679,13,0.0,Cr2_19
20,0.015,9,"[4, 4, 4]","[0, 0, 0]",35.0,2.9688958110733,18,36,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,15.62,MB,62.47,MB,0.2,9,      2.41s ,2.41,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.86e-09,16.5658,-4772.2258082909,5.44227669012e-06,0.016875411560724,-1779.719217094,1068.4075388893,-601.35985281878,-3459.571152679,9,0.0,Cr2_20
21,0.015,12,"[5, 5, 5]","[0, 0, 0]",35.0,2.9688958110733,18,63,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,16.76,MB,67.04,MB,0.3,9,      4.10s ,4.1,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.63e-09,16.7281,-4772.1401743393,1.0340325711228e-05,-0.021747609767554,-1776.5986478853,1064.9248184124,-600.87344457761,-3459.571152679,9,0.0,Cr2_21
22,0.015,15,"[6, 6, 6]","[0, 0, 0]",35.0,2.9688958110733,18,112,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,18.83,MB,75.33,MB,0.4,10,      7.62s ,7.62,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.8e-09,16.5865,-4772.1806437891,5.44227669012e-07,0.011136394734075,-1777.7710586408,1066.2011888977,-601.05075789782,-3459.571152679,10,0.0,Cr2_22
23,0.015,18,"[7, 7, 7]","[0, 0, 0]",35.0,2.9688958110733,18,172,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,21.37,MB,85.48,MB,0.4,8,      9.38s ,9.38,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.7e-07,16.7293,-4772.1482151671,7.891301200674e-06,-0.016017708754361,-1777.9507398956,1066.4790293679,-601.08933438769,-3459.571152679,8,0.0,Cr2_23
24,0.015,21,"[8, 8, 8]","[0, 0, 0]",35.0,2.9688958110733,18,260,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,25.09,MB,100.37,MB,0.6,11,     17.43s ,17.43,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.97e-09,16.6607,-4772.1625250894,1.768739924289e-06,-0.00050259425233258,-1777.6918724265,1066.1423384306,-601.04133595631,-3459.571152679,11,0.0,Cr2_24
25,0.015,24,"[9, 9, 9]","[0, 0, 0]",35.0,2.9688958110733,18,365,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,29.53,MB,118.14,MB,0.8,10,     23.42s ,23.42,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.46e-08,16.6888,-4772.1528770213,2.72113834506e-07,-0.013693584493845,-1777.997832324,1066.5266785412,-601.09687711107,-3459.571152679,10,0.0,Cr2_25
26,0.015,27,"[10, 10, 10]","[0, 0, 0]",35.0,2.9688958110733,18,504,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,35.41,MB,141.65,MB,1.1,10,     31.17s ,31.17,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.5e-09,16.6561,-4772.1585927724,1.904796841542e-06,0.00023864383286176,-1777.8127762767,1066.2871814954,-601.06208409196,-3459.571152679,10,0.0,Cr2_26
27,0.015,30,"[11, 11, 11]","[0, 0, 0]",35.0,2.9688958110733,18,666,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,42.27,MB,169.06,MB,1.3,8,     34.38s ,34.38,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.07e-07,16.692,-4772.1603017833,9.52398420771e-06,-0.0081979734921623,-1778.025300991,1066.5384621587,-601.09411229845,-3459.571152679,8,0.0,Cr2_27
28,0.015,33,"[12, 12, 12]","[0, 0, 0]",35.0,2.9688958110733,18,868,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,50.81,MB,203.24,MB,1.7,9,     50.10s ,50.1,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.67e-09,16.6815,-4772.1600776976,9.796098042216e-06,-0.0020269759532352,-1778.1637263871,1066.6993819809,-601.12255363643,-3459.571152679,9,0.0,Cr2_28
29,0.015,36,"[13, 13, 13]","[0, 0, 0]",35.0,2.9688958110733,18,1099,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,60.58,MB,242.32,MB,2.1,10,   1m 6.26s ,66.26,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.38e-09,16.666,-4772.1602869531,1.224512255277e-06,-0.0018911911498167,-1777.8096234298,1066.2840466079,-601.06166626117,-3459.571152679,10,0.0,Cr2_29
30,0.015,39,"[14, 14, 14]","[0, 0, 0]",35.0,2.9688958110733,18,1376,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,72.3,MB,289.19,MB,2.6,10,   1m24.94s ,84.94,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.71e-09,16.6879,-4772.161226154,3.945650600337e-06,-0.002153781000115,-1777.9927005292,1066.4945693808,-601.08978854568,-3459.571152679,10,0.0,Cr2_30
31,0.015,42,"[15, 15, 15]","[0, 0, 0]",35.0,2.9688958110733,18,1688,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,85.49,MB,341.97,MB,3.3,10,   1m41.97s ,101.97,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.11e-08,16.6737,-4772.1589593097,2.176910676048e-06,-0.005012608945435,-1777.8858762569,1066.3777011148,-601.07461901575,-3459.571152679,10,0.0,Cr2_31
32,0.015,45,"[16, 16, 16]","[0, 0, 0]",35.0,2.9688958110733,18,2052,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,100.89,MB,403.56,MB,3.8,10,   2m 1.07s ,121.07,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.21e-09,16.6727,-4772.1603653219,1.0204268793975e-05,-0.0023872546701211,-1778.040738281,1066.5568449448,-601.10293205205,-3459.571152679,10,0.0,Cr2_32
33,0.015,48,"[17, 17, 17]","[0, 0, 0]",35.0,2.9688958110733,18,2457,"[30, 30, 30]","[24, 24, 24]",2,1,26.16896033023,118.02,MB,472.08,MB,4.4,8,   2m 6.46s ,126.46,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.41e-08,16.6814,-4772.1595511573,6.666788945397e-06,-0.0050422693533962,-1778.0665485503,1066.5887871633,-601.10559495804,-3459.571152679,8,0.0,Cr2_33
34,0.015,1,"[1, 1, 1]","[0, 0, 0]",30.0,2.9688958110733,18,1,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,11.31,MB,45.26,MB,0.1,13,      0.41s ,0.41,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.25e-08,17.7687,-4778.5460444855,2.857195262313e-06,0.0,-1805.7247886323,1091.1449264026,-604.39502916866,-3459.5711532232,13,0.0,Cr2_34
35,0.015,3,"[2, 2, 2]","[0, 0, 0]",30.0,2.9688958110733,18,8,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,11.58,MB,46.33,MB,0.2,11,      0.75s ,0.75,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.71e-09,17.1565,-4770.2523842042,2.72113834506e-07,0.050596710331128,-1793.0331072767,1086.1545160956,-603.85323637424,-3459.5711532232,11,0.0,Cr2_35
36,0.015,6,"[3, 3, 3]","[0, 0, 0]",30.0,2.9688958110733,18,14,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,11.78,MB,47.14,MB,0.2,15,      1.31s ,1.31,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.1e-09,16.457,-4771.7545040002,2.176910676048e-06,-0.01278200314825,-1775.7823511446,1064.3852291958,-600.77344668908,-3459.5711532232,15,0.0,Cr2_36
37,0.015,9,"[4, 4, 4]","[0, 0, 0]",30.0,2.9688958110733,18,36,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,12.52,MB,50.08,MB,0.2,8,      1.88s ,1.88,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.47e-08,16.5653,-4771.8858741649,7.347073531662e-06,0.017006706485873,-1778.8289800854,1067.7594314918,-601.26217891845,-3459.5711532232,8,0.0,Cr2_37
38,0.015,12,"[5, 5, 5]","[0, 0, 0]",30.0,2.9688958110733,18,63,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,13.43,MB,53.7,MB,0.3,10,      3.38s ,3.38,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.05e-07,16.7252,-4771.8021503163,5.44227669012e-06,-0.021267328849651,-1775.7158700613,1064.2834715471,-600.77733125012,-3459.5711532232,10,0.0,Cr2_38
39,0.015,15,"[6, 6, 6]","[0, 0, 0]",30.0,2.9688958110733,18,112,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,15.07,MB,60.27,MB,0.3,11,      6.32s ,6.32,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.03e-08,16.5866,-4771.8408032702,1.496626089783e-06,0.011441434342557,-1776.8347353448,1065.4989048604,-600.94526099687,-3459.5711532232,11,0.0,Cr2_39
40,0.015,18,"[7, 7, 7]","[0, 0, 0]",30.0,2.9688958110733,18,172,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,17.08,MB,68.31,MB,0.4,8,      7.48s ,7.48,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.21e-08,16.7279,-4771.8070185689,6.80284586265e-07,-0.015748452115117,-1777.0469299851,1065.8168049768,-600.98999188533,-3459.5711532232,8,0.0,Cr2_40
41,0.015,21,"[8, 8, 8]","[0, 0, 0]",30.0,2.9688958110733,18,260,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,20.03,MB,80.11,MB,0.5,9,     12.92s ,12.92,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.04e-08,16.661,-4771.8202175865,2.857195262313e-06,-0.00068504657836886,-1776.7793540569,1065.4717519814,-600.9407771051,-3459.5711532232,9,0.0,Cr2_41
42,0.015,24,"[9, 9, 9]","[0, 0, 0]",30.0,2.9688958110733,18,365,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,23.55,MB,94.18,MB,0.6,10,     19.23s ,19.23,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.28e-08,16.687,-4771.804996627,4.353821352096e-06,-0.01351358119232,-1776.9755742545,1065.732172132,-600.97692770013,-3459.5711532232,10,0.0,Cr2_42
43,0.015,27,"[10, 10, 10]","[0, 0, 0]",30.0,2.9688958110733,18,504,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,28.2,MB,112.81,MB,0.8,10,     26.87s ,26.87,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.59e-09,16.6557,-4771.808864181,1.1700894883758e-05,0.00025211346766981,-1776.7722291643,1065.4727639727,-600.93849774357,-3459.5711532232,10,0.0,Cr2_43
44,0.015,30,"[11, 11, 11]","[0, 0, 0]",30.0,2.9688958110733,18,666,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,33.63,MB,134.53,MB,1.0,9,     31.68s ,31.68,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.24e-08,16.6888,-4771.8160298906,1.632683007036e-06,-0.0083079074813027,-1777.2399254977,1066.0213948518,-601.01803811402,-3459.5711532232,9,0.0,Cr2_44
45,0.015,33,"[12, 12, 12]","[0, 0, 0]",30.0,2.9688958110733,18,868,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,40.4,MB,161.6,MB,1.3,8,     35.83s ,35.83,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.1e-07,16.6808,-4771.8120261437,5.850447441879e-06,-0.0021272499012507,-1777.1161954732,1065.8750348884,-600.99758508582,-3459.5711532232,8,0.0,Cr2_45
46,0.015,36,"[13, 13, 13]","[0, 0, 0]",30.0,2.9688958110733,18,1099,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,48.14,MB,192.56,MB,1.6,18,   1m26.26s ,86.26,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.34e-09,16.6651,-4771.813229159,4.353821352096e-06,-0.0017554063463982,-1776.8798850164,1065.5980300798,-600.95846545675,-3459.5711532232,18,0.0,Cr2_46
47,0.015,39,"[14, 14, 14]","[0, 0, 0]",30.0,2.9688958110733,18,1376,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,57.42,MB,229.69,MB,2.0,8,     57.78s ,57.78,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.05e-07,16.6856,-4771.8134369179,9.52398420771e-07,-0.0022863004375194,-1777.1123713214,1065.8685672868,-600.99619322356,-3459.5711532232,8,0.0,Cr2_47
48,0.015,42,"[15, 15, 15]","[0, 0, 0]",30.0,2.9688958110733,18,1688,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,67.88,MB,271.51,MB,2.4,10,   1m23.05s ,83.05,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.32e-09,16.6705,-4771.8129916036,8.979756538698e-06,-0.0047893395442229,-1777.0827178523,1065.8409782093,-600.99530953388,-3459.5711532232,10,0.0,Cr2_48
49,0.015,45,"[16, 16, 16]","[0, 0, 0]",30.0,2.9688958110733,18,2052,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,80.07,MB,320.3,MB,3.1,9,   1m37.04s ,97.04,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.05e-08,16.6716,-4771.8135581446,7.347073531662e-06,-0.0024457591445399,-1777.0803085565,1065.8346685698,-600.99431903952,-3459.5711532232,9,0.0,Cr2_49
50,0.015,48,"[17, 17, 17]","[0, 0, 0]",30.0,2.9688958110733,18,2457,"[27, 27, 27]","[20, 20, 20]",2,1,26.16896033023,93.64,MB,374.58,MB,3.4,9,   1m56.17s ,116.17,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.01e-08,16.6801,-4771.8112843614,2.585081427807e-06,-0.0050796850056408,-1777.1294837441,1065.8961396292,-601.00170720224,-3459.5711532232,9,0.0,Cr2_50
51,0.015,1,"[1, 1, 1]","[0, 0, 0]",20.0,2.9688958110733,18,1,"[24, 24, 24]","[15, 15, 15]",2,1,26.16896033023,6.55,MB,26.21,MB,0.1,10,      0.27s ,0.27,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.57e-09,17.4372,-4757.2380026442,1.0612439545734e-05,0.0,-1755.416364133,1056.2593421959,-598.50982802812,-3459.571152815,10,0.0,Cr2_51
52,0.015,3,"[2, 2, 2]","[0, 0, 0]",20.0,2.9688958110733,18,8,"[24, 24, 24]","[15, 15, 15]",2,1,26.16896033023,6.7,MB,26.79,MB,0.1,9,      0.41s ,0.41,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.28e-08,17.4426,-4748.2192562747,9.251870373204e-06,0.030114838064779,-1741.7998986046,1050.8265146587,-597.70483448784,-3459.571152815,9,0.0,Cr2_52
53,0.015,6,"[3, 3, 3]","[0, 0, 0]",20.0,2.9688958110733,18,14,"[24, 24, 24]","[15, 15, 15]",2,1,26.16896033023,6.81,MB,27.22,MB,0.1,9,      0.58s ,0.58,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.01e-08,16.8538,-4751.1807108642,3.945650600337e-06,0.0014265567773977,-1730.8961273209,1034.8368109078,-595.55166819288,-3459.571152815,9,0.0,Cr2_53
54,0.015,9,"[4, 4, 4]","[0, 0, 0]",20.0,2.9688958110733,18,36,"[24, 24, 24]","[15, 15, 15]",2,1,26.16896033023,7.2,MB,28.82,MB,0.2,11,      1.32s ,1.32,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.99e-09,17.0553,-4752.2697482538,1.2517236387276e-05,0.0047199505164238,-1734.5806700029,1037.7715143944,-595.8941597808,-3459.571152815,11,0.0,Cr2_54
