,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,scf_iterations,total_force,label
10,0.005,26,"[11, 11, 11]","[0, 0, 0]",40.0,2.5828081196861,11,146,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,11.62,MB,46.49,MB,0.3,6,      2.80s ,2.8,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.49e-08,16.7125,-1972.5773090894,4.08170751759e-06,0.0020722829066804,-616.11874011716,392.99676773149,-264.70988510122,-1484.7475237493,6,0.0,V1_10
11,0.005,29,"[12, 12, 12]","[0, 0, 0]",40.0,2.5828081196861,11,189,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,12.31,MB,49.25,MB,0.3,5,      3.02s ,3.02,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.35e-08,16.7214,-1972.5703749486,2.72113834506e-06,-0.0011367555436488,-616.08620237751,392.96913715668,-264.70464922287,-1484.7475237493,5,0.0,V1_11
12,0.005,31,"[13, 13, 13]","[0, 0, 0]",40.0,2.5828081196861,11,231,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,12.98,MB,51.91,MB,0.3,5,      3.60s ,3.6,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.84e-08,16.7505,-1972.5775622913,2.449024510554e-06,-0.0006643659269464,-616.15941269989,393.04594754509,-264.71590915729,-1484.7475237493,5,0.0,V1_12
13,0.005,34,"[14, 14, 14]","[0, 0, 0]",40.0,2.5828081196861,11,288,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,13.89,MB,55.56,MB,0.4,5,      4.55s ,4.55,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.48e-07,16.713,-1972.5855567236,4.217764434843e-06,0.0011715861144656,-616.11673749539,392.98504125791,-264.70750845899,-1484.7475237493,5,0.0,V1_13
14,0.005,37,"[15, 15, 15]","[0, 0, 0]",40.0,2.5828081196861,11,344,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,14.78,MB,59.12,MB,0.4,5,      4.92s ,4.92,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.76e-07,16.7315,-1972.5822753029,1.0340325711228e-05,0.0009023294752219,-616.21599020019,393.10692471792,-264.72658840078,-1484.7475237493,5,0.0,V1_14
15,0.005,39,"[16, 16, 16]","[0, 0, 0]",40.0,2.5828081196861,11,417,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,15.95,MB,63.79,MB,0.4,6,      7.02s ,7.02,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.42e-08,16.7426,-1972.5752219763,3.129309096819e-06,-0.00047892034873056,-616.12347353731,393.00816277043,-264.71190853969,-1484.7475237493,6,0.0,V1_15
16,0.005,42,"[17, 17, 17]","[0, 0, 0]",40.0,2.5828081196861,11,489,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,17.09,MB,68.37,MB,0.4,6,      7.69s ,7.69,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.05e-08,16.748,-1972.5765403678,9.660041124963e-06,-0.00082341646321516,-616.16508668151,393.05594868091,-264.71905520138,-1484.7475237493,6,0.0,V1_16
17,0.005,44,"[18, 18, 18]","[0, 0, 0]",40.0,2.5828081196861,11,580,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,18.55,MB,74.19,MB,0.5,5,      9.21s ,9.21,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.66e-07,16.7447,-1972.5794182437,8.707642704192e-06,8.5035573283125e-05,-616.20628906987,393.09883817504,-264.72452877117,-1484.7475237493,5,0.0,V1_17
18,0.005,47,"[19, 19, 19]","[0, 0, 0]",40.0,2.5828081196861,11,670,"[27, 27, 27]","[20, 20, 20]",1,1,13.26377625441,19.98,MB,79.93,MB,0.5,5,     10.15s ,10.15,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.33e-07,16.741,-1972.579839612,2.312967593301e-06,0.00064667852770351,-616.18870589023,393.07602360693,-264.72028025787,-1484.7475237493,5,0.0,V1_18
19,0.005,1,"[1, 1, 1]","[0, 0, 0]",35.0,2.5828081196861,11,1,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,7.77,MB,31.09,MB,0.1,5,      0.25s ,0.25,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.68e-06,17.976,-1974.292181495,5.034105938361e-06,-0.066977282883803,-627.40705165121,404.89900521974,-266.96963416739,-1484.7475237493,5,0.0,V1_19
20,0.005,3,"[2, 2, 2]","[0, 0, 0]",35.0,2.5828081196861,11,4,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,7.83,MB,31.32,MB,0.1,5,      0.30s ,0.3,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.07e-08,18.4547,-1972.9680427866,2.72113834506e-06,-0.017112966938248,-619.75734318103,396.783794334,-265.22985722331,-1484.7475237493,5,0.0,V1_20
21,0.005,6,"[3, 3, 3]","[0, 0, 0]",35.0,2.5828081196861,11,6,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,7.85,MB,31.4,MB,0.2,5,      0.34s ,0.34,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.16e-07,16.8451,-1972.6716003426,7.347073531662e-06,-0.0095007184748597,-614.7860239725,391.33549113878,-264.46404317715,-1484.7475237493,5,0.0,V1_21
22,0.005,8,"[4, 4, 4]","[0, 0, 0]",35.0,2.5828081196861,11,13,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,7.95,MB,31.8,MB,0.2,5,      0.40s ,0.4,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.36e-08,16.7117,-1972.6771843906,1.088455338024e-06,-0.0037709535185841,-615.73287725755,392.43638330356,-264.62939586983,-1484.7475237493,5,0.0,V1_22
23,0.005,11,"[5, 5, 5]","[0, 0, 0]",35.0,2.5828081196861,11,19,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,8.03,MB,32.11,MB,0.2,5,      0.51s ,0.51,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.01e-08,16.845,-1972.5245196858,9.52398420771e-07,-0.0024706575603972,-615.58114222961,392.44379514018,-264.63717832549,-1484.7475237493,5,0.0,V1_23
24,0.005,13,"[6, 6, 6]","[0, 0, 0]",35.0,2.5828081196861,11,32,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,8.2,MB,32.79,MB,0.2,6,      0.68s ,0.68,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.46e-08,16.7163,-1972.4975659941,5.44227669012e-07,-0.007087885104295,-615.66041892175,392.57130931571,-264.65384475363,-1484.7475237493,6,0.0,V1_24
25,0.005,16,"[7, 7, 7]","[0, 0, 0]",35.0,2.5828081196861,11,44,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,8.35,MB,33.42,MB,0.2,6,      0.94s ,0.94,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.69e-09,16.6672,-1972.5817957023,1.1156667214746e-05,-0.0017043850024283,-615.61123516251,392.40095421836,-264.62228662379,-1484.7475237493,6,0.0,V1_25
26,0.005,19,"[8, 8, 8]","[0, 0, 0]",35.0,2.5828081196861,11,65,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,8.63,MB,34.52,MB,0.2,5,      1.21s ,1.21,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.49e-07,16.7699,-1972.5890419576,3.809593683084e-06,4.2721872017442e-05,-616.6437014464,393.59547435891,-264.79333384268,-1484.7475237493,5,0.0,V1_26
27,0.005,21,"[9, 9, 9]","[0, 0, 0]",35.0,2.5828081196861,11,85,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,8.89,MB,35.57,MB,0.2,5,      1.26s ,1.26,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.99e-07,16.8598,-1972.5678576235,9.387927290457e-06,-0.0029392375834166,-616.7797278869,393.78618969365,-264.82385644332,-1484.7475237493,5,0.0,V1_27
28,0.005,24,"[10, 10, 10]","[0, 0, 0]",35.0,2.5828081196861,11,116,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,9.3,MB,37.19,MB,0.2,5,      1.75s ,1.75,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.35e-08,16.7256,-1972.5721794715,6.938902779903e-06,0.00050830864285721,-615.54612335602,392.34063107113,-264.61967174589,-1484.7475237493,5,0.0,V1_28
29,0.005,26,"[11, 11, 11]","[0, 0, 0]",35.0,2.5828081196861,11,146,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,9.68,MB,38.73,MB,0.3,6,      2.49s ,2.49,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.04e-08,16.7121,-1972.5726283232,3.673536765831e-06,0.0020671127438248,-616.09737659607,392.97869950894,-264.70849473558,-1484.7475237493,6,0.0,V1_29
30,0.005,29,"[12, 12, 12]","[0, 0, 0]",35.0,2.5828081196861,11,189,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,10.25,MB,41.01,MB,0.3,5,      2.69s ,2.69,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-08,16.7208,-1972.5656852027,2.312967593301e-06,-0.0011385242835731,-616.06985772398,392.95724809508,-264.70441330018,-1484.7475237493,5,0.0,V1_30
31,0.005,31,"[13, 13, 13]","[0, 0, 0]",35.0,2.5828081196861,11,231,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,10.8,MB,43.18,MB,0.3,5,      3.37s ,3.37,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.14e-08,16.7498,-1972.5728409802,3.265366014072e-06,-0.0006623250731876,-616.148333313,393.04043819234,-264.71675964908,-1484.7475237493,5,0.0,V1_31
32,0.005,34,"[14, 14, 14]","[0, 0, 0]",35.0,2.5828081196861,11,288,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,11.55,MB,46.2,MB,0.3,5,      4.05s ,4.05,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.42e-07,16.7125,-1972.5807739148,4.08170751759e-06,0.0011758038789004,-616.09676420388,392.96880626626,-264.70646803174,-1484.7475237493,5,0.0,V1_32
33,0.005,37,"[15, 15, 15]","[0, 0, 0]",35.0,2.5828081196861,11,344,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,12.28,MB,49.1,MB,0.4,5,      4.70s ,4.7,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.67e-07,16.7308,-1972.5775275968,1.088455338024e-05,0.0009049145566497,-616.19876865983,393.09398801806,-264.72612812023,-1484.7475237493,5,0.0,V1_33
34,0.005,39,"[16, 16, 16]","[0, 0, 0]",35.0,2.5828081196861,11,417,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,13.24,MB,52.95,MB,0.4,6,      6.71s ,6.71,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.12e-08,16.7422,-1972.5704708687,2.312967593301e-06,-0.00047960063331683,-616.09882873154,392.98622386463,-264.70986265183,-1484.7475237493,6,0.0,V1_34
35,0.005,42,"[17, 17, 17]","[0, 0, 0]",35.0,2.5828081196861,11,489,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,14.17,MB,56.69,MB,0.7,6,     10.46s ,10.46,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.61e-08,16.7471,-1972.5718396013,1.3197520973541e-05,-0.00082450491855318,-616.15662366914,393.05358673282,-264.72045454678,-1484.7475237493,6,0.0,V1_35
36,0.005,44,"[18, 18, 18]","[0, 0, 0]",35.0,2.5828081196861,11,580,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,15.37,MB,61.49,MB,0.5,5,      7.98s ,7.98,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.58e-07,16.7442,-1972.5746660477,8.16341503518e-06,8.5579800952137e-05,-616.18527616746,393.08132873825,-264.72328044895,-1484.7475237493,5,0.0,V1_36
37,0.005,47,"[19, 19, 19]","[0, 0, 0]",35.0,2.5828081196861,11,670,"[25, 25, 25]","[20, 20, 20]",1,1,13.26377625441,16.54,MB,66.17,MB,0.5,5,      8.78s ,8.78,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.24e-07,16.7397,-1972.5750584358,5.986504359132e-06,0.00064858332454505,-616.19248283025,393.08861295349,-264.72431339307,-1484.7475237493,5,0.0,V1_37
38,0.005,1,"[1, 1, 1]","[0, 0, 0]",30.0,2.5828081196861,11,1,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.34,MB,25.35,MB,0.1,5,      0.22s ,0.22,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.09e-07,17.9741,-1974.2041989289,9.52398420771e-07,-0.066977282883803,-627.09130762871,404.63166086046,-266.93005085634,-1484.7475240214,5,0.0,V1_38
39,0.005,3,"[2, 2, 2]","[0, 0, 0]",30.0,2.5828081196861,11,4,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.38,MB,25.53,MB,0.1,5,      0.27s ,0.27,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.35e-08,18.449,-1972.853231157,6.394675110891e-06,-0.017112966938248,-619.4635289485,396.57415892435,-265.19922400839,-1484.7475240214,5,0.0,V1_39
40,0.005,6,"[3, 3, 3]","[0, 0, 0]",30.0,2.5828081196861,11,6,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.4,MB,25.6,MB,0.1,6,      0.30s ,0.3,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.72e-09,16.8474,-1972.5600644193,9.52398420771e-07,-0.0095007184748597,-614.35438843662,390.95252520306,-264.40117617374,-1484.7475240214,6,0.0,V1_40
41,0.005,8,"[4, 4, 4]","[0, 0, 0]",30.0,2.5828081196861,11,13,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.48,MB,25.9,MB,0.2,5,      0.37s ,0.37,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.18e-08,16.71,-1972.5726405684,2.857195262313e-06,-0.0037709535185841,-615.36799124527,392.12676674038,-264.5801210885,-1484.7475240214,5,0.0,V1_41
42,0.005,11,"[5, 5, 5]","[0, 0, 0]",30.0,2.5828081196861,11,19,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.53,MB,26.14,MB,0.2,5,      0.49s ,0.49,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.15e-08,16.8432,-1972.4227787721,1.632683007036e-06,-0.0025695709392402,-615.25931591868,392.18313893079,-264.59650805573,-1484.7475240214,5,0.0,V1_42
43,0.005,13,"[6, 6, 6]","[0, 0, 0]",30.0,2.5828081196861,11,32,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.67,MB,26.69,MB,0.2,6,      0.60s ,0.6,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,3.23e-08,16.7115,-1972.3945515877,1.36056917253e-06,-0.0068876093220986,-615.21046182534,392.16182629499,-264.59150442654,-1484.7475240214,6,0.0,V1_43
44,0.005,16,"[7, 7, 7]","[0, 0, 0]",30.0,2.5828081196861,11,44,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,6.79,MB,27.18,MB,0.2,5,      0.77s ,0.77,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.49e-08,16.667,-1972.4767205778,6.530732028144e-06,-0.0016856091478474,-615.26906466891,392.1201837625,-264.57863004075,-1484.7475240214,5,0.0,V1_44
45,0.005,19,"[8, 8, 8]","[0, 0, 0]",30.0,2.5828081196861,11,65,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,7.02,MB,28.07,MB,0.2,5,      0.92s ,0.92,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.28e-07,16.7688,-1972.4812673278,4.08170751759e-07,4.625935186602e-05,-616.24469889001,393.24926079796,-264.73835147367,-1484.7475240214,5,0.0,V1_45
46,0.005,21,"[9, 9, 9]","[0, 0, 0]",30.0,2.5828081196861,11,85,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,7.22,MB,28.89,MB,0.2,5,      1.11s ,1.11,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.08e-06,16.8585,-1972.4628204589,6.80284586265e-07,-0.0029290333146226,-616.37541394058,393.43067106407,-264.76762439153,-1484.7475240214,5,0.0,V1_46
47,0.005,24,"[10, 10, 10]","[0, 0, 0]",30.0,2.5828081196861,11,116,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,7.55,MB,30.19,MB,0.2,5,      1.45s ,1.45,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.69e-08,16.7248,-1972.4664647434,9.387927290457e-06,0.0005193292531547,-615.19735219714,392.05297355017,-264.57508126817,-1484.7475240214,5,0.0,V1_47
48,0.005,26,"[11, 11, 11]","[0, 0, 0]",30.0,2.5828081196861,11,146,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,7.86,MB,31.42,MB,0.2,5,      1.82s ,1.82,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.62e-08,16.7128,-1972.4675231302,5.986504359132e-06,0.0019865670488111,-615.65301266346,392.57438188908,-264.64335490137,-1484.7475240214,5,0.0,V1_48
49,0.005,29,"[12, 12, 12]","[0, 0, 0]",30.0,2.5828081196861,11,189,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,8.31,MB,33.23,MB,0.3,5,      2.33s ,2.33,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.15e-08,16.7179,-1972.4607030051,1.224512255277e-06,-0.00095648012828859,-615.70810891211,392.65356470195,-264.65767829333,-1484.7475240214,5,0.0,V1_49
50,0.005,31,"[13, 13, 13]","[0, 0, 0]",30.0,2.5828081196861,11,231,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,8.74,MB,34.96,MB,0.3,5,      2.79s ,2.79,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.51e-08,16.7488,-1972.4672375467,4.08170751759e-07,-0.00059851437899595,-615.76641583188,392.7119468612,-264.66464604018,-1484.7475240214,5,0.0,V1_50
51,0.005,34,"[14, 14, 14]","[0, 0, 0]",30.0,2.5828081196861,11,288,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,9.34,MB,37.35,MB,0.3,5,      3.62s ,3.62,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.15e-07,16.7148,-1972.4762160787,5.44227669012e-07,0.001177164448073,-615.71685982091,392.64169713734,-264.65470653814,-1484.7475240214,5,0.0,V1_51
52,0.005,37,"[15, 15, 15]","[0, 0, 0]",30.0,2.5828081196861,11,344,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,9.92,MB,39.67,MB,0.3,5,      4.18s ,4.18,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.4e-07,16.7321,-1972.4726890752,3.129309096819e-06,0.00086477776606007,-615.8111184205,392.75813151782,-264.67304292888,-1484.7475240214,5,0.0,V1_52
53,0.005,39,"[16, 16, 16]","[0, 0, 0]",30.0,2.5828081196861,11,417,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,10.68,MB,42.72,MB,0.4,5,      5.00s ,5.0,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.88e-08,16.7425,-1972.4653177836,3.265366014072e-06,-0.00047361412895769,-615.67106660004,392.6022072974,-264.64846098141,-1484.7475240214,5,0.0,V1_53
54,0.005,42,"[17, 17, 17]","[0, 0, 0]",30.0,2.5828081196861,11,489,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,11.43,MB,45.7,MB,0.4,6,      6.68s ,6.68,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,8.78e-09,16.7464,-1972.4666481481,1.088455338024e-06,-0.0007572928014302,-615.74128421447,392.6846036386,-264.66168612194,-1484.7475240214,6,0.0,V1_54
55,0.005,44,"[18, 18, 18]","[0, 0, 0]",30.0,2.5828081196861,11,580,"[25, 25, 25]","[18, 18, 18]",1,1,13.26377625441,12.38,MB,49.5,MB,0.4,5,      6.89s ,6.89,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.34e-07,16.7441,-1972.4696080664,1.224512255277e-06,0.00010666862312635,-615.78893080266,392.735229193,-264.66848910386,-1484.7475240214,5,0.0,V1_55
