,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,energy_one_center_paw_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,energy_one_center_paw,scf_iterations,total_force,label
10,0.005,30,"[9, 9, 5]","[0, 0, 0]",100.0,3.6887884856392,13,36,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,80.09,MB,320.37,MB,0.7,4,      9.38s ,9.38,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6346,-2951.4037763584,1.224512255277e-06,5.0749230135369e-05,-2408.8928310785,1247.1122643523,-390.51806839095,-1011.2844345687,-387.82075742169,4,0.0,Na2_10
11,0.005,32,"[9, 9, 6]","[0, 0, 0]",100.0,3.6887884856392,13,48,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,85.1,MB,340.4,MB,0.9,4,     11.92s ,11.92,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6032,-2951.3867549577,1.224512255277e-06,-0.0018750003766636,-2408.8809505885,1247.1133066843,-390.51282353284,-1011.2844345687,-387.81997808767,4,0.0,Na2_11
12,0.005,34,"[10, 10, 6]","[0, 0, 0]",100.0,3.6887884856392,13,56,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,88.44,MB,353.75,MB,1.0,4,     13.87s ,13.87,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.519,-2951.3871560535,1.224512255277e-06,-0.0012054642868616,-2408.8814820268,1247.1127443611,-390.51279223975,-1011.2844345687,-387.81998597897,4,0.0,Na2_12
13,0.005,37,"[11, 11, 6]","[0, 0, 0]",100.0,3.6887884856392,13,64,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,91.78,MB,367.11,MB,1.1,4,     15.49s ,15.49,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5834,-2951.3853886742,1.224512255277e-06,-0.00078627292480509,-2408.8813207994,1247.1140454734,-390.51283292077,-1011.2844345687,-387.82005958576,4,0.0,Na2_13
14,0.005,38,"[11, 11, 7]","[0, 0, 0]",100.0,3.6887884856392,13,64,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,91.78,MB,367.11,MB,1.0,4,     15.33s ,15.33,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5902,-2951.3881978414,1.224512255277e-06,-0.00017986724460847,-2408.8833476393,1247.1126114335,-390.51281006321,-1011.2844345687,-387.82003713637,4,0.0,Na2_14
15,0.005,41,"[12, 12, 7]","[0, 0, 0]",100.0,3.6887884856392,13,76,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,96.79,MB,387.14,MB,1.2,4,     18.96s ,18.96,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5268,-2951.3843717848,1.224512255277e-06,-0.00039837465371678,-2408.8792780408,1247.1124521108,-390.51273400739,-1011.2844345687,-387.81997890401,4,0.0,Na2_15
16,0.005,44,"[12, 12, 8]","[0, 0, 0]",100.0,3.6887884856392,13,95,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,104.72,MB,418.86,MB,1.5,4,     23.23s ,23.23,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5485,-2951.389985085,1.224512255277e-06,0.00019428927783728,-2408.8864765402,1247.1136499559,-390.51281972325,-1011.2844345687,-387.8200986341,4,0.0,Na2_16
17,0.005,45,"[13, 13, 8]","[0, 0, 0]",100.0,3.6887884856392,13,105,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,108.89,MB,435.56,MB,1.5,4,     25.44s ,25.44,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5691,-2951.3828264503,1.224512255277e-06,-0.00041728656521495,-2408.8770166388,1247.1118099222,-390.51289523484,-1011.2844345687,-387.81987264356,4,0.0,Na2_17
18,0.005,48,"[14, 14, 8]","[0, 0, 0]",100.0,3.6887884856392,13,120,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,115.15,MB,460.6,MB,1.7,4,     28.14s ,28.14,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5521,-2951.3894505174,1.224512255277e-06,-0.00029197814442494,-2408.8848356938,1247.1130145701,-390.51280026711,-1011.2844345687,-387.8201027158,4,0.0,Na2_18
19,0.005,1,"[1, 1, 1]","[0, 0, 0]",95.0,3.6887884856392,13,1,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,60.83,MB,243.31,MB,0.3,4,      1.12s ,1.12,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.11e-07,0.831,-2955.2703906791,8.16341503518e-07,0.0,-2413.0821525427,1247.5208884457,-390.5205232659,-1011.2844345687,-387.9041687475,4,0.0,Na2_19
20,0.005,4,"[2, 2, 1]","[0, 0, 0]",95.0,3.6887884856392,13,2,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,61.6,MB,246.4,MB,0.3,4,      1.31s ,1.31,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.67e-07,1.9371,-2949.9765855557,1.1428781049252e-05,-0.00509111378669,-2405.7271711109,1245.3632377147,-390.6294335628,-1011.2844345687,-387.69369305033,4,0.0,Na2_20
21,0.005,7,"[2, 2, 2]","[0, 0, 0]",95.0,3.6887884856392,13,4,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,62.37,MB,249.49,MB,0.3,4,      1.75s ,1.75,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.71e-07,2.0178,-2950.3406315526,3.401422931325e-06,-0.0013325414475759,-2406.7556541925,1245.9864807106,-390.55007319565,-1011.2844345687,-387.73561790092,4,0.0,Na2_21
22,0.005,8,"[3, 3, 2]","[0, 0, 0]",95.0,3.6887884856392,13,6,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,63.15,MB,252.58,MB,0.4,4,      2.17s ,2.17,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.19e-07,0.9247,-2951.4378267788,1.224512255277e-06,-0.0079317101050981,-2408.960964301,1247.1506888666,-390.51430886621,-1011.2844345687,-387.82087606332,4,0.0,Na2_22
23,0.005,12,"[4, 4, 2]","[0, 0, 0]",95.0,3.6887884856392,13,8,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,63.92,MB,255.67,MB,0.4,4,      2.63s ,2.63,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.34e-07,1.9426,-2951.2934566479,1.224512255277e-06,-0.0045764104687219,-2408.5313213186,1246.8465151243,-390.51687966166,-1011.2844345687,-387.80275967662,4,0.0,Na2_23
24,0.005,13,"[4, 4, 3]","[0, 0, 0]",95.0,3.6887884856392,13,8,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,63.92,MB,255.67,MB,0.4,4,      2.72s ,2.72,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.4881,-2951.3269799838,1.224512255277e-06,-0.0050278473201674,-2408.8243887347,1247.117842958,-390.51321347197,-1011.2844345687,-387.81775831906,4,0.0,Na2_24
25,0.005,15,"[5, 5, 3]","[0, 0, 0]",95.0,3.6887884856392,13,10,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,64.69,MB,258.76,MB,0.4,4,      3.08s ,3.08,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.7367,-2951.4462700629,1.224512255277e-06,-0.0036508152606497,-2408.9525543508,1247.1270235346,-390.51205100167,-1011.2844345687,-387.82060286103,4,0.0,Na2_25
26,0.005,19,"[6, 6, 4]","[0, 0, 0]",95.0,3.6887884856392,13,21,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,68.94,MB,275.77,MB,0.5,4,      5.73s ,5.73,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.4454,-2951.3798356472,1.224512255277e-06,0.0010273657821774,-2408.8837656061,1247.1190735928,-390.51289020073,-1011.2844345687,-387.81884623017,4,0.0,Na2_26
27,0.005,23,"[7, 7, 4]","[0, 0, 0]",95.0,3.6887884856392,13,24,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,70.1,MB,280.4,MB,0.5,4,      6.16s ,6.16,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.3966,-2951.3983282312,1.224512255277e-06,0.00058001063824954,-2408.9025283992,1247.1200404133,-390.51258053519,-1011.2844345687,-387.81940515199,4,0.0,Na2_27
28,0.005,26,"[8, 8, 5]","[0, 0, 0]",95.0,3.6887884856392,13,30,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,72.42,MB,289.68,MB,0.6,4,      7.34s ,7.34,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.4654,-2951.3790692385,1.224512255277e-06,-0.00072667999504827,-2408.8759547146,1247.1133715835,-390.51266407414,-1011.2844345687,-387.8186607846,4,0.0,Na2_28
29,0.005,30,"[9, 9, 5]","[0, 0, 0]",95.0,3.6887884856392,13,36,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,74.74,MB,298.95,MB,0.7,4,      9.27s ,9.27,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6346,-2951.4034341752,1.224512255277e-06,5.0749230135369e-05,-2408.8923569202,1247.1106218732,-390.51784702634,-1011.2844345687,-387.8194682824,4,0.0,Na2_29
30,0.005,32,"[9, 9, 6]","[0, 0, 0]",95.0,3.6887884856392,13,48,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,79.37,MB,317.5,MB,0.9,4,     11.31s ,11.31,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6032,-2951.3864131828,1.224512255277e-06,-0.0018750003766636,-2408.8803399651,1247.1114599838,-390.51256624921,-1011.2844345687,-387.81865751923,4,0.0,Na2_30
31,0.005,34,"[10, 10, 6]","[0, 0, 0]",95.0,3.6887884856392,13,56,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,82.47,MB,329.86,MB,1.0,4,     13.67s ,13.67,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.519,-2951.3868150949,1.224512255277e-06,-0.0012056003437788,-2408.8813930456,1247.1115754961,-390.51264257714,-1011.2844345687,-387.81871493525,4,0.0,Na2_31
32,0.005,37,"[11, 11, 6]","[0, 0, 0]",95.0,3.6887884856392,13,64,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,85.56,MB,342.23,MB,1.0,4,     14.88s ,14.88,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5834,-2951.3850474434,1.224512255277e-06,-0.00078627292480509,-2408.8807611973,1247.1122912916,-390.5125877462,-1011.2844345687,-387.81876881379,4,0.0,Na2_32
33,0.005,38,"[11, 11, 7]","[0, 0, 0]",95.0,3.6887884856392,13,64,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,85.56,MB,342.23,MB,1.0,4,     14.50s ,14.5,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5902,-2951.3878560664,1.224512255277e-06,-0.00018000330152572,-2408.882763819,1247.1108066385,-390.51257590925,-1011.2844345687,-387.81870840452,4,0.0,Na2_33
34,0.005,41,"[12, 12, 7]","[0, 0, 0]",95.0,3.6887884856392,13,76,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,90.19,MB,360.78,MB,1.1,4,     16.93s ,16.93,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5268,-2951.384030418,1.224512255277e-06,-0.00039837465371678,-2408.8794087915,1247.1115673327,-390.51265400592,-1011.2844345687,-387.8187021459,4,0.0,Na2_34
35,0.005,44,"[12, 12, 8]","[0, 0, 0]",95.0,3.6887884856392,13,95,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,97.54,MB,390.14,MB,1.4,4,     20.93s ,20.93,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5484,-2951.3896438543,1.224512255277e-06,0.00019442533475454,-2408.8864361313,1247.1125394594,-390.51269114946,-1011.2844345687,-387.81881575342,4,0.0,Na2_35
36,0.005,45,"[13, 13, 8]","[0, 0, 0]",95.0,3.6887884856392,13,105,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,101.4,MB,405.6,MB,1.5,4,     23.03s ,23.03,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5691,-2951.3824846753,1.224512255277e-06,-0.00041728656521495,-2408.8766094204,1247.1102107092,-390.51269359849,-1011.2844345687,-387.81854051028,4,0.0,Na2_36
37,0.005,48,"[14, 14, 8]","[0, 0, 0]",95.0,3.6887884856392,13,120,"[64, 64, 108]","[45, 45, 80]",2,1,73.876390368855,107.2,MB,428.79,MB,1.7,4,     26.53s ,26.53,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.552,-2951.3891090145,1.224512255277e-06,-0.00029184208750768,-2408.8847018138,1247.1117814863,-390.5126623054,-1011.2844345687,-387.81879983476,4,0.0,Na2_37
38,0.005,1,"[1, 1, 1]","[0, 0, 0]",90.0,3.6887884856392,13,1,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,55.87,MB,223.49,MB,0.3,4,      1.03s ,1.03,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.11e-07,0.8317,-2955.2692159637,9.52398420771e-07,0.0,-2413.0801058385,1247.5178732883,-390.5198682879,-1011.2844345687,-387.90268069299,4,0.0,Na2_38
39,0.005,4,"[2, 2, 1]","[0, 0, 0]",90.0,3.6887884856392,13,2,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,56.59,MB,226.34,MB,0.3,4,      1.17s ,1.17,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.88e-07,1.9373,-2949.9753588666,8.435528869686e-06,-0.0050689365091778,-2405.7293579537,1245.3655161239,-390.62957152451,-1011.2844345687,-387.69244200697,4,0.0,Na2_39
40,0.005,7,"[2, 2, 2]","[0, 0, 0]",90.0,3.6887884856392,13,4,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,57.3,MB,229.19,MB,0.3,4,      1.56s ,1.56,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.71e-07,2.0176,-2950.3393609171,3.401422931325e-06,-0.0013332217321621,-2406.7524203917,1245.9819101505,-390.54933699167,-1011.2844345687,-387.7337458938,4,0.0,Na2_40
41,0.005,8,"[3, 3, 2]","[0, 0, 0]",90.0,3.6887884856392,13,6,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,58.01,MB,232.04,MB,0.3,4,      1.97s ,1.97,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.19e-07,0.9246,-2951.4366075728,1.36056917253e-06,-0.0079317101050981,-2408.9580148591,1247.1465463416,-390.51338381523,-1011.2844345687,-387.81938896122,4,0.0,Na2_41
42,0.005,12,"[4, 4, 2]","[0, 0, 0]",90.0,3.6887884856392,13,8,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,58.72,MB,234.9,MB,0.3,4,      2.31s ,2.31,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.33e-07,1.9425,-2951.2922081896,1.36056917253e-06,-0.0045764104687219,-2408.529801835,1246.8441046039,-390.51640604753,-1011.2844345687,-387.80109406784,4,0.0,Na2_42
43,0.005,13,"[4, 4, 3]","[0, 0, 0]",90.0,3.6887884856392,13,8,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,58.72,MB,234.9,MB,0.3,4,      2.38s ,2.38,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.488,-2951.3257530226,1.224512255277e-06,-0.0050278473201674,-2408.8200663425,1247.1118640728,-390.51221032432,-1011.2844345687,-387.81587787641,4,0.0,Na2_43
44,0.005,15,"[5, 5, 3]","[0, 0, 0]",90.0,3.6887884856392,13,10,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,59.44,MB,237.75,MB,0.4,4,      2.72s ,2.72,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.7367,-2951.4450275912,1.224512255277e-06,-0.0036508152606497,-2408.9504832924,1247.1239183075,-390.51142949367,-1011.2844345687,-387.81894786469,4,0.0,Na2_44
45,0.005,19,"[6, 6, 4]","[0, 0, 0]",90.0,3.6887884856392,13,21,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,63.36,MB,253.43,MB,0.4,4,      4.83s ,4.83,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.4454,-2951.3785942638,1.224512255277e-06,0.0010273657821774,-2408.8814144065,1247.1155923045,-390.51220420176,-1011.2844345687,-387.81716075708,4,0.0,Na2_45
46,0.005,23,"[7, 7, 4]","[0, 0, 0]",90.0,3.6887884856392,13,24,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,64.43,MB,257.71,MB,0.5,4,      5.28s ,5.28,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.2e-07,1.3965,-2951.3970864398,1.224512255277e-06,0.00058001063824954,-2408.9010101401,1247.1176513899,-390.51207018569,-1011.2844345687,-387.81780308179,4,0.0,Na2_46
47,0.005,26,"[8, 8, 5]","[0, 0, 0]",90.0,3.6887884856392,13,30,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,66.57,MB,266.26,MB,0.5,4,      6.58s ,6.58,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.4653,-2951.3778278552,1.224512255277e-06,-0.00072667999504827,-2408.8741866549,1247.1106486764,-390.5121342685,-1011.2844345687,-387.81699435947,4,0.0,Na2_47
48,0.005,30,"[9, 9, 5]","[0, 0, 0]",90.0,3.6887884856392,13,36,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,68.7,MB,274.82,MB,0.6,4,      7.78s ,7.78,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6345,-2951.4021957852,1.224512255277e-06,5.0749230135369e-05,-2408.8902393303,1247.107449434,-390.51724592688,-1011.2844345687,-387.81777614252,4,0.0,Na2_48
49,0.005,32,"[9, 9, 6]","[0, 0, 0]",90.0,3.6887884856392,13,48,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,72.98,MB,291.93,MB,0.8,4,     10.25s ,10.25,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.6031,-2951.3851722076,1.224512255277e-06,-0.0018750003766636,-2408.8787638817,1247.1089698701,-390.51205576366,-1011.2844345687,-387.81701299927,4,0.0,Na2_49
50,0.005,34,"[10, 10, 6]","[0, 0, 0]",90.0,3.6887884856392,13,56,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,75.83,MB,303.34,MB,0.8,4,     11.41s ,11.41,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5189,-2951.3855764327,1.224512255277e-06,-0.0012056003437788,-2408.8798366905,1247.1091263355,-390.51213222765,-1011.2844345687,-387.81709368102,4,0.0,Na2_50
51,0.005,37,"[11, 11, 6]","[0, 0, 0]",90.0,3.6887884856392,13,64,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,78.69,MB,314.74,MB,0.9,4,     12.96s ,12.96,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5833,-2951.3838072846,1.224512255277e-06,-0.00078627292480509,-2408.8793172252,1247.1099561467,-390.51213835021,-1011.2844345687,-387.81708701423,4,0.0,Na2_51
52,0.005,38,"[11, 11, 7]","[0, 0, 0]",90.0,3.6887884856392,13,64,"[60, 60, 108]","[45, 45, 72]",2,1,73.876390368855,78.69,MB,314.74,MB,0.9,4,     12.94s ,12.94,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.21e-07,1.5901,-2951.3866175403,1.224512255277e-06,-0.00018000330152572,-2408.8811192991,1247.108274075,-390.51206379102,-1011.2844345687,-387.81709408919,4,0.0,Na2_52
