,degauss,k_density,k_list,k_offset,cutoff_wfc,lattice_parameter_initial,number_of_bands,number_of_k_points,fft_grid,smooth_fft_grid,number_of_atoms,number_of_species,volume,estimated_ram_per_process,estimated_ram_per_process_units,estimated_ram_total,estimated_ram_total_units,init_wall_time_seconds,total_number_of_scf_iterations,wall_time,wall_time_seconds,fermi_energy_units,energy_units,energy_accuracy_units,energy_smearing_units,energy_one_electron_units,energy_hartree_units,energy_xc_units,energy_ewald_units,energy_one_center_paw_units,forces_units,total_force_units,stress_units,energy_threshold,fermi_energy,energy,energy_accuracy,energy_smearing,energy_one_electron,energy_hartree,energy_xc,energy_ewald,energy_one_center_paw,scf_iterations,total_force,label
10,0.015,22,"[7, 7, 5]","[0, 0, 0]",90.0,3.2912176488255,15,24,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,110.05,MB,440.21,MB,0.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_10
11,0.015,24,"[8, 8, 5]","[0, 0, 0]",90.0,3.2912176488255,15,30,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,111.72,MB,446.89,MB,0.7,21,   1m 2.59s ,62.59,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.21e-11,8.9948,-4221.230962778,1.3469634808047e-08,-0.0098012682050716,-1010.9331738404,574.75945962226,-470.77694930059,-1720.6931248086,-1593.5773731824,21.0,0.0,Sc2_11
12,0.015,27,"[9, 9, 6]","[0, 0, 0]",90.0,3.2912176488255,15,48,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,116.73,MB,466.93,MB,0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_12
13,0.015,30,"[10, 10, 6]","[0, 0, 0]",90.0,3.2912176488255,15,56,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,118.96,MB,475.84,MB,1.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_13
14,0.015,32,"[10, 10, 7]","[0, 0, 0]",90.0,3.2912176488255,15,56,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,118.96,MB,475.84,MB,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_14
15,0.015,33,"[11, 11, 7]","[0, 0, 0]",90.0,3.2912176488255,15,64,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,121.19,MB,484.75,MB,1.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_15
16,0.015,37,"[12, 12, 7]","[0, 0, 0]",90.0,3.2912176488255,15,76,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,124.53,MB,498.1,MB,1.3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_16
17,0.015,38,"[12, 12, 8]","[0, 0, 0]",90.0,3.2912176488255,15,95,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,129.81,MB,519.26,MB,1.5,18,   1m43.99s ,103.99,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2e-10,8.9887,-4221.2327248511,3.537479848578e-08,-0.0070945518932404,-1010.9484562976,574.76979056005,-470.77748658936,-1720.6931248086,-1593.5763531637,18.0,0.0,Sc2_17
18,0.015,40,"[13, 13, 8]","[0, 0, 0]",90.0,3.2912176488255,15,105,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,132.6,MB,530.39,MB,1.6,30,   2m44.95s ,164.95,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.81e-10,8.9897,-4221.2323762733,2.72113834506e-08,-0.007980010310723,-1010.9604380139,574.7872755066,-470.78133713617,-1720.6931248086,-1593.5767716748,30.0,0.0,Sc2_18
19,0.015,43,"[14, 14, 9]","[0, 0, 0]",90.0,3.2912176488255,15,120,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,136.77,MB,547.09,MB,1.8,20,   2m41.79s ,161.79,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.32e-10,8.9889,-4221.2323916477,9.796098042216e-08,-0.0077288492414739,-1010.9427945611,574.76449359214,-470.77675120172,-1720.6931248086,-1593.5764858192,20.0,0.0,Sc2_19
20,0.015,47,"[15, 15, 9]","[0, 0, 0]",90.0,3.2912176488255,15,135,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,140.95,MB,563.79,MB,1.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_20
21,0.015,48,"[15, 15, 10]","[0, 0, 0]",90.0,3.2912176488255,15,162,"[54, 54, 90]","[40, 40, 64]",2,1,50.024475793763,148.46,MB,593.85,MB,2.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_21
22,0.015,1,"[1, 1, 1]","[0, 0, 0]",85.0,3.2912176488255,15,1,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,95.42,MB,381.68,MB,0.3,49,     11.59s ,11.59,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.04e-10,9.4177,-4225.0211083492,1.0204268793975e-07,-0.028264191876304,-993.16483066388,550.50478019789,-467.18151369514,-1720.6931248086,-1594.4581554597,49.0,0.0,Sc2_22
23,0.015,4,"[2, 2, 1]","[0, 0, 0]",85.0,3.2912176488255,15,2,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,95.93,MB,383.72,MB,0.4,20,      6.26s ,6.26,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.49e-11,8.7187,-4221.9087756182,8.16341503518e-08,-0.015049663788106,-1014.6811263929,578.02148720776,-471.17593553015,-1720.6931248086,-1593.3650265666,20.0,0.0,Sc2_23
24,0.015,6,"[2, 2, 2]","[0, 0, 0]",85.0,3.2912176488255,15,4,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,96.44,MB,385.77,MB,0.4,13,      6.20s ,6.2,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.51e-09,9.0176,-4221.8124588856,5.986504359132e-08,-0.025313661568755,-1013.4035218713,576.71315518381,-470.9598220425,-1720.6931248086,-1593.4438318215,13.0,0.0,Sc2_24
25,0.015,7,"[3, 3, 2]","[0, 0, 0]",85.0,3.2912176488255,15,6,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,96.95,MB,387.81,MB,0.4,15,     10.74s ,10.74,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.53e-10,9.0992,-4221.0840506956,8.979756538698e-08,-0.043956452484596,-1012.0868060201,576.28411520574,-471.02046642011,-1720.6931248086,-1593.5238122,15.0,0.0,Sc2_25
26,0.015,10,"[4, 4, 2]","[0, 0, 0]",85.0,3.2912176488255,15,8,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,97.46,MB,389.86,MB,0.4,14,     13.39s ,13.39,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.85e-10,9.0442,-4221.2678505294,9.660041124963e-08,-0.0038905475488495,-1010.2026102367,573.89020286249,-470.65324812016,-1720.6931248086,-1593.6051798149,14.0,0.0,Sc2_26
27,0.015,11,"[4, 4, 3]","[0, 0, 0]",85.0,3.2912176488255,15,8,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,97.46,MB,389.86,MB,0.4,25,     14.78s ,14.78,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.65e-10,8.9427,-4221.2243154452,1.1020610297493e-07,-0.016634590817186,-1010.2536592002,574.01259449508,-470.67212438475,-1720.6931248086,-1593.6013669558,25.0,0.0,Sc2_27
28,0.015,14,"[5, 5, 3]","[0, 0, 0]",85.0,3.2912176488255,15,10,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,97.97,MB,391.9,MB,0.4,32,     22.56s ,22.56,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.03e-10,8.9873,-4221.1937420953,3.129309096819e-08,-0.033518573963697,-1010.7353929339,574.61234767231,-470.75684321753,-1720.6931248086,-1593.5872102336,32.0,0.0,Sc2_28
29,0.015,16,"[5, 5, 4]","[0, 0, 0]",85.0,3.2912176488255,15,15,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,99.25,MB,397.01,MB,0.5,24,     22.43s ,22.43,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,4.35e-10,8.9889,-4221.2213631461,8.843699621445e-09,-0.0095579984370232,-1010.9306044055,574.76765120108,-470.77707324844,-1720.6931248086,-1593.5786538862,24.0,0.0,Sc2_29
30,0.015,17,"[6, 6, 4]","[0, 0, 0]",85.0,3.2912176488255,15,21,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,100.78,MB,403.14,MB,0.5,29,     33.48s ,33.48,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.02e-11,8.9854,-4221.2390772125,7.755244283421e-10,0.0042777655353516,-1011.0622151188,574.87308823699,-470.78916122526,-1720.6931248086,-1593.5719417903,29.0,0.0,Sc2_30
31,0.015,20,"[7, 7, 4]","[0, 0, 0]",85.0,3.2912176488255,15,24,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,101.55,MB,406.2,MB,0.7,22,     41.80s ,41.8,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.47e-10,8.9844,-4221.2350155054,7.891301200674e-08,-0.0023740571491476,-1011.0476679132,574.86993947175,-470.78967075841,-1720.6931248086,-1593.5721173037,22.0,0.0,Sc2_31
32,0.015,22,"[7, 7, 5]","[0, 0, 0]",85.0,3.2912176488255,15,24,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,101.55,MB,406.2,MB,0.7,20,     52.79s ,52.79,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.46e-11,8.9936,-4221.2324583156,7.619187366168e-09,-0.0092711904554539,-1010.9816360898,574.80880433684,-470.78184435636,-1720.6931248086,-1593.5753862072,20.0,0.0,Sc2_32
33,0.015,24,"[8, 8, 5]","[0, 0, 0]",85.0,3.2912176488255,15,30,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,103.08,MB,412.33,MB,0.7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_33
34,0.015,27,"[9, 9, 6]","[0, 0, 0]",85.0,3.2912176488255,15,48,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,107.68,MB,430.72,MB,0.9,22,   1m 7.62s ,67.62,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.42e-10,8.9855,-4221.2315240128,3.945650600337e-08,-0.0062684142916802,-1010.9671920153,574.79139871147,-470.7797927541,-1720.6931248086,-1593.5765448679,22.0,0.0,Sc2_34
35,0.015,30,"[10, 10, 6]","[0, 0, 0]",85.0,3.2912176488255,15,56,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,109.72,MB,438.9,MB,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_35
36,0.015,32,"[10, 10, 7]","[0, 0, 0]",85.0,3.2912176488255,15,56,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,109.72,MB,438.9,MB,0.9,24,   1m19.88s ,79.88,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.8e-11,8.99,-4221.2308237278,1.3197520973541e-07,-0.0079308937635946,-1010.9483433703,574.77136228955,-470.77629473076,-1720.6931248086,-1593.5764922139,24.0,0.0,Sc2_36
37,0.015,33,"[11, 11, 7]","[0, 0, 0]",85.0,3.2912176488255,15,64,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,111.77,MB,447.07,MB,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_37
38,0.015,37,"[12, 12, 7]","[0, 0, 0]",85.0,3.2912176488255,15,76,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,114.83,MB,459.33,MB,1.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_38
39,0.015,38,"[12, 12, 8]","[0, 0, 0]",85.0,3.2912176488255,15,95,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,119.69,MB,478.75,MB,1.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_39
40,0.015,40,"[13, 13, 8]","[0, 0, 0]",85.0,3.2912176488255,15,105,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,122.24,MB,488.96,MB,1.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_40
41,0.015,43,"[14, 14, 9]","[0, 0, 0]",85.0,3.2912176488255,15,120,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,126.07,MB,504.29,MB,1.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_41
42,0.015,47,"[15, 15, 9]","[0, 0, 0]",85.0,3.2912176488255,15,135,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,129.9,MB,519.61,MB,1.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_42
43,0.015,48,"[15, 15, 10]","[0, 0, 0]",85.0,3.2912176488255,15,162,"[54, 54, 90]","[40, 40, 60]",2,1,50.024475793763,136.8,MB,547.2,MB,2.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_43
44,0.015,1,"[1, 1, 1]","[0, 0, 0]",80.0,3.2912176488255,15,1,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,87.71,MB,350.84,MB,0.4,42,      8.79s ,8.79,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.3e-10,9.4177,-4225.0198856057,2.040853758795e-08,-0.028325553545985,-993.1764878845,550.51892726009,-467.18246963104,-1720.6931248086,-1594.4584051242,42.0,0.0,Sc2_44
45,0.015,4,"[2, 2, 1]","[0, 0, 0]",80.0,3.2912176488255,15,2,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,88.18,MB,352.71,MB,0.4,11,      4.44s ,4.44,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.63e-11,8.7187,-4221.9075892019,2.993252179566e-08,-0.015071024724115,-1014.6874060999,578.02921632911,-471.17585362389,-1720.6931248086,-1593.3653501099,11.0,0.0,Sc2_45
46,0.015,6,"[2, 2, 2]","[0, 0, 0]",80.0,3.2912176488255,15,4,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,88.64,MB,354.57,MB,0.4,15,      5.97s ,5.97,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.36e-10,9.0181,-4221.8113396814,1.0204268793975e-07,-0.025283456933125,-1013.4286358013,576.74480841744,-470.96467736965,-1720.6931248086,-1593.4444266624,15.0,0.0,Sc2_46
47,0.015,7,"[3, 3, 2]","[0, 0, 0]",80.0,3.2912176488255,15,6,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,89.11,MB,356.44,MB,0.4,27,     12.00s ,12.0,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.21e-11,9.099,-4221.0829622403,9.796098042216e-08,-0.043951010207906,-1012.080265628,576.27562144451,-471.017368132,-1720.6931248086,-1593.5238741059,27.0,0.0,Sc2_47
48,0.015,10,"[4, 4, 2]","[0, 0, 0]",80.0,3.2912176488255,15,8,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,89.58,MB,358.31,MB,0.4,11,      7.73s ,7.73,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,9.56e-10,9.0438,-4221.2667623462,4.353821352096e-08,-0.0038685063282545,-1010.2035795062,573.89090491618,-470.65177625643,-1720.6931248086,-1593.6053181848,11.0,0.0,Sc2_48
49,0.015,11,"[4, 4, 3]","[0, 0, 0]",80.0,3.2912176488255,15,8,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,89.58,MB,358.31,MB,0.4,26,     13.69s ,13.69,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,5.11e-11,8.9426,-4221.2232303912,1.1020610297493e-07,-0.016635135044855,-1010.2710365257,574.03469490044,-470.67514294352,-1720.6931248086,-1593.6019860148,26.0,0.0,Sc2_49
50,0.015,14,"[5, 5, 3]","[0, 0, 0]",80.0,3.2912176488255,15,10,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,90.04,MB,360.17,MB,0.4,26,     16.21s ,16.21,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.12e-10,8.9872,-4221.1926592183,9.52398420771e-09,-0.033521975386629,-1010.7228891671,574.59633635823,-470.75227809979,-1720.6931248086,-1593.5871815256,26.0,0.0,Sc2_50
51,0.015,16,"[5, 5, 4]","[0, 0, 0]",80.0,3.2912176488255,15,15,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,91.21,MB,364.84,MB,0.5,41,     28.11s ,28.11,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.51e-11,8.9889,-4221.2202782283,3.945650600337e-08,-0.0095555494125127,-1010.9233393743,574.75797456101,-470.77369563547,-1720.6931248086,-1593.5785376936,41.0,0.0,Sc2_51
52,0.015,17,"[6, 6, 4]","[0, 0, 0]",80.0,3.2912176488255,15,21,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,92.61,MB,370.43,MB,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_52
53,0.015,20,"[7, 7, 4]","[0, 0, 0]",80.0,3.2912176488255,15,24,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,93.31,MB,373.23,MB,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_53
54,0.015,22,"[7, 7, 5]","[0, 0, 0]",80.0,3.2912176488255,15,24,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,93.31,MB,373.23,MB,0.5,23,     28.46s ,28.46,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,2.37e-10,8.9937,-4221.2313803366,6.938902779903e-08,-0.0092690135447779,-1010.9941127812,574.82446843367,-470.78352044152,-1720.6931248086,-1593.5758217254,23.0,0.0,Sc2_54
55,0.015,24,"[8, 8, 5]","[0, 0, 0]",80.0,3.2912176488255,15,30,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,94.71,MB,378.83,MB,0.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_55
56,0.015,27,"[9, 9, 6]","[0, 0, 0]",80.0,3.2912176488255,15,48,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,98.91,MB,395.62,MB,0.8,26,   1m 1.15s ,61.15,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,7.24e-11,8.9856,-4221.2304497073,2.993252179566e-08,-0.006267734007094,-1010.9574991845,574.77861262662,-470.77576723809,-1720.6931248086,-1593.5764035048,26.0,0.0,Sc2_56
57,0.015,30,"[10, 10, 6]","[0, 0, 0]",80.0,3.2912176488255,15,56,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,100.77,MB,403.09,MB,0.9,9,     39.57s ,39.57,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,1.31e-08,8.991,-4221.2291017915,1.2381179470023e-07,-0.0097739207647038,-1011.006141029,574.84534487099,-470.78859890202,-1720.6931248086,-1593.576808002,9.0,0.0,Sc2_57
58,0.015,32,"[10, 10, 7]","[0, 0, 0]",80.0,3.2912176488255,15,56,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,100.77,MB,403.09,MB,0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_58
59,0.015,33,"[11, 11, 7]","[0, 0, 0]",80.0,3.2912176488255,15,64,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,102.64,MB,410.55,MB,1.0,19,   1m20.13s ,80.13,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.8e-11,8.9892,-4221.22969119,1.496626089783e-08,-0.0072474798682328,-1010.9561301798,574.78027211284,-470.7766277981,-1720.6931248086,-1593.5768330365,19.0,0.0,Sc2_59
60,0.015,37,"[12, 12, 7]","[0, 0, 0]",80.0,3.2912176488255,15,76,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,105.44,MB,421.74,MB,1.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_60
61,0.015,38,"[12, 12, 8]","[0, 0, 0]",80.0,3.2912176488255,15,95,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,109.87,MB,439.47,MB,1.3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_61
62,0.015,40,"[13, 13, 8]","[0, 0, 0]",80.0,3.2912176488255,15,105,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,112.2,MB,448.8,MB,1.4,29,  17m44.60s ,1064.6,eV,eV,eV,eV,eV,eV,eV,eV,eV,ev / angstrom,ev / angstrom,GPascal,6.24e-11,8.9895,-4221.2297458849,4.489878269349e-08,-0.007982731449068,-1010.9629654072,574.78933173479,-470.77816850663,-1720.6931248086,-1593.5768361658,29.0,0.0,Sc2_62
63,0.015,43,"[14, 14, 9]","[0, 0, 0]",80.0,3.2912176488255,15,120,"[54, 54, 90]","[36, 36, 60]",2,1,50.024475793763,115.7,MB,462.79,MB,1.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Sc2_63
